Index;Distribution;Cardinality;Indexed fields;Cacheline length;Average query time (in ms)
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;1;64;150.88
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;1;8;156.39
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;1;16;158.61
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;1;32;164.2
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;1;64;161.86
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;2;8;7.03
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;2;16;5.82
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;2;32;6.36
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;2;64;6.64
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;2;8;5.0
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;2;16;5.05
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;2;32;5.7
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;2;64;6.46
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;3;8;7.24
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;3;16;7.22
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;3;32;6.85
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10;3;64;6.44
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;3;8;4.44
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;3;16;4.96
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;3;32;5.24
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10;3;64;6.49
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;1;8;23.97
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;1;16;22.11
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;1;32;21.36
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;1;64;21.63
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;1;8;21.45
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;1;16;22.08
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;1;32;21.5
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;1;64;21.34
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;2;8;5.43
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;2;16;4.21
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;2;32;3.84
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;2;64;4.0
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;2;8;3.19
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;2;16;3.44
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;2;32;2.72
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;2;64;3.63
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;3;8;6.15
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;3;16;5.24
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;3;32;4.04
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100;3;64;4.03
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;3;8;3.27
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;3;16;2.76
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;3;32;3.21
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100;3;64;3.76
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;1;8;9.46
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;1;16;8.09
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;1;32;8.02
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;1;64;7.13
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;1;8;7.84
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;1;16;7.51
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;1;32;7.17
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;1;64;8.54
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;2;8;5.74
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;2;16;4.4
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;2;32;4.8
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;2;64;4.41
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;2;8;3.15
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;2;16;3.08
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;2;32;3.34
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;2;64;4.91
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;3;8;6.09
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;3;16;5.19
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;3;32;4.5
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000;3;64;4.95
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;3;8;3.13
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;3;16;2.66
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;3;32;3.78
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000;3;64;3.73
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;1;8;8.89
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;1;16;7.68
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;1;32;6.46
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;1;64;6.08
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;1;8;6.57
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;1;16;6.55
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;1;32;5.8
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;1;64;7.16
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;2;8;6.19
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;2;16;4.25
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;2;32;4.7
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;2;64;5.95
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;2;8;4.23
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;2;16;3.43
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;2;32;3.58
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;2;64;5.13
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;3;8;6.14
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;3;16;5.53
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;3;32;5.2
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;10000;3;64;6.76
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;3;8;3.12
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;3;16;3.72
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;3;32;3.93
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;10000;3;64;4.69
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;1;8;8.55
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;1;16;7.12
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;1;32;7.93
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;1;64;7.84
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;1;8;7.22
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;1;16;7.2
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;1;32;8.27
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;1;64;8.91
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;2;8;6.05
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;2;16;4.8
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;2;32;4.84
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;2;64;7.75
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;2;8;4.1
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;2;16;3.72
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;2;32;4.92
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;2;64;6.8
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;3;8;6.6
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;3;16;6.0
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;3;32;4.85
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;100000;3;64;7.01
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;3;8;3.9
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;3;16;2.99
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;3;32;4.72
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;100000;3;64;7.47
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;1;8;9.34
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;1;16;7.54
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;1;32;7.5
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;1;64;7.89
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;1;8;6.58
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;1;16;7.55
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;1;32;8.01
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;1;64;8.53
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;2;8;6.35
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;2;16;4.61
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;2;32;4.84
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;2;64;6.62
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;2;8;3.19
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;2;16;3.79
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;2;32;4.5
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;2;64;5.74
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;3;8;6.03
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;3;16;6.55
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;3;32;6.02
MultiVersionColumnImprintsSecondaryRecordIndex;NonUniformLinearIncreasing;1000000;3;64;7.1
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;3;8;3.52
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;3;16;3.68
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;3;32;5.14
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;NonUniformLinearIncreasing;1000000;3;64;5.12
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;1;8;177.78
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;1;16;173.68
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;1;32;179.58
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;1;64;179.01
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;1;8;177.86
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;1;16;178.87
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;1;32;183.59
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;1;64;180.17
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;2;8;7.98
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;2;16;7.62
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;2;32;8.65
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;2;64;10.63
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;2;8;6.22
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;2;16;6.75
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;2;32;8.31
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;2;64;9.48
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;3;8;8.66
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;3;16;8.66
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;3;32;9.29
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10;3;64;10.83
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;3;8;5.68
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;3;16;6.71
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;3;32;8.0
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10;3;64;9.89
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;1;8;24.94
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;1;16;23.58
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;1;32;24.18
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;1;64;24.21
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;1;8;23.83
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;1;16;23.56
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;1;32;24.15
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;1;64;24.76
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;2;8;6.48
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;2;16;5.12
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;2;32;4.98
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;2;64;6.1
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;2;8;3.88
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;2;16;3.88
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;2;32;3.48
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;2;64;4.95
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;3;8;6.16
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;3;16;5.09
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;3;32;4.57
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100;3;64;6.2
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;3;8;3.38
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;3;16;3.11
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;3;32;3.83
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100;3;64;5.91
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;1;8;8.19
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;1;16;7.81
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;1;32;7.94
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;1;64;8.58
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;1;8;7.45
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;1;16;7.05
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;1;32;6.94
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;1;64;8.1
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;2;8;6.01
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;2;16;4.43
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;2;32;4.55
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;2;64;5.75
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;2;8;3.55
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;2;16;2.86
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;2;32;3.39
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;2;64;5.09
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;3;8;6.15
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;3;16;4.98
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;3;32;5.02
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000;3;64;5.49
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;3;8;3.15
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;3;16;2.87
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;3;32;3.55
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000;3;64;5.02
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;1;8;7.76
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;1;16;5.85
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;1;32;5.63
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;1;64;7.24
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;1;8;5.37
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;1;16;5.44
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;1;32;6.01
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;1;64;6.45
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;2;8;5.65
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;2;16;4.21
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;2;32;3.91
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;2;64;5.09
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;2;8;3.05
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;2;16;2.89
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;2;32;3.3
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;2;64;7.16
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;3;8;5.87
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;3;16;5.15
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;3;32;4.72
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;10000;3;64;5.35
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;3;8;3.55
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;3;16;2.71
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;3;32;3.29
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;10000;3;64;5.35
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;1;8;7.21
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;1;16;6.19
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;1;32;5.28
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;1;64;9.33
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;1;8;4.5
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;1;16;4.34
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;1;32;5.5
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;1;64;6.04
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;2;8;5.8
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;2;16;4.0
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;2;32;3.55
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;2;64;4.81
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;2;8;2.94
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;2;16;3.06
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;2;32;3.03
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;2;64;4.61
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;3;8;5.61
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;3;16;4.57
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;3;32;4.03
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;100000;3;64;5.2
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;3;8;2.92
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;3;16;3.13
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;3;32;3.47
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;100000;3;64;4.48
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;1;8;4.31
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;1;16;2.34
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;1;32;1.92
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;1;64;2.11
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;1;8;2.15
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;1;16;1.62
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;1;32;1.65
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;1;64;2.24
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;2;8;3.95
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;2;16;2.71
